Rank,Player,Rank Score,Level,Kills,Season 17 Wins,Winning Kills,Kills As Kill Leader,Damage,Headshots,Matches Played,Times Top 3
1993,NuKeZoNe6333,25578,329,,,,,,,,
1994,Kharneth1,25575,1263,,,,,,,,
1995,Gg_LilDame,25571,1602,,12.0,,,10926769.0,,,1474.0
1996,xViporzz-,25569,700,,,,,,,,
1997,Pistil_QAQ,25568,485,,,,,,,,
1998,farqod,25565,960,,2.0,214.0,3094.0,,,,
1999,Virilem,25560,1143,,,,,,,,
1999,karmagurl,25560,1313,,,,,,,,
2002,TTVBlxckbeauty22,25557,683,,,,,,,,
2002,EmoMuggle,25557,361,,,,,,,,
2004,@hyprkills,25549,1479,,,,,,,5890.0,1238.0
2004,rTajiro,25549,266,,,,,,,,
2006,kyowizuu,25548,2735,,,,,,,,
2007,CarLeeTTV,25545,3902,72332.0,,,,15601803.0,52608.0,,
2008,samurai x kush,25544,1303,,,,,,,,
2009,rCloud-,25539,809,,,,,,,,
2010,Gxxst-On-Twitch,25538,1194,,12.0,,,,,,
2011,Dabs_are_better,25537,5315,141695.0,,3547.0,25773.0,34430755.0,158369.0,26020.0,8966.0
2012,Rundempocketsss,25533,1108,,,,,,,,
2012,@envvyuu,25533,1649,44071.0,,,,14545609.0,61907.0,,
2012,Saikologize,25533,916,,,,,,,,
2015,BruhxURxWack,25532,1329,,,,,,,,
2015,TwitchItsMala,25532,1574,,,,,10668434.0,,,
2017,GlizzyGuzzler69,25531,709,,,,,,,,
2018,Mystery_Scopz,25530,666,,,,,,,,
2019,xBohica66,25529,890,,,,,,,,
2020,Tx3_JCKSN,25528,883,,,,,,,,
2021,UwuMikino,25527,675,,,,,,,,
2022,rK SouLz,25525,587,,,,,,,,
2023,WheresWaldo,25516,909,,,,,,,,
2023,iiiitscrimson_YT,25516,1912,44776.0,,80.0,,,33944.0,10308.0,685.0
2025,Hooooplaaa,25511,1216,,,,,,,,
2026,BallinBando,25507,881,,,,,,,,
2027,Expose Skies,25506,2784,54284.0,404.0,,,14587674.0,62547.0,4710.0,2601.0
2028,crazybaconman07,25503,1253,,28.0,,,,,,
2029,RawGreenery,25499,971,,,148.0,,,39853.0,,3017.0
2030,Chrish34_TikTok,25496,1337,,,,,,,,
2030,DaddyBearDOM,25496,952,,,,,,,,
2030,Zachtml,25496,944,,,,,,,,
2033,Franks,25490,448,,,,,,,,
2033,SpitefulEDM,25490,871,,,,,,,,
2035,Beliflash,25489,1189,,,,,,,,
2035,Krzmaah,25489,827,,,,,,,,
2035,Xerneas333,25489,1074,,,,,,,,
2038,XxTryhardxX2444,25487,801,,,,,,,6331.0,
2038,REAVER,25487,1177,,,,,,,,
2040,SDC Peluche,25486,1395,,,,,,,,
2041,Official_Tcap,25485,1813,43181.0,,495.0,2354.0,9973912.0,,,
2041,SWR UnNear,25485,1536,,,,,,,,
2043,@YumeAyami,25478,793,,,,,,,,
2044,oTRIG3RZ,25474,1531,,,,,9568088.0,,,1444.0
2044,ChickenThicknn,25474,717,,,,,,,,
2046,xF3arOpticz,25473,832,,,,9405.0,,,,
2047,Nebula_WolfRayet,25471,2412,,,,,9339608.0,,4770.0,946.0
2048,CaptainKirkV5,25470,433,,3.0,,,,,,
2049,VersatileNoc,25465,1313,,,,,,,,
2049,FAQpekonanodesu,25465,923,,,,,,,,
2051,TIKTOK-xoDre,25464,1131,,,,,,,,
2052,ProjectC3,25461,919,,,,,,,,
2053,Defiant Clutch,25459,813,,,,,,,,
2054,RxSildenafil,25455,2018,,,,,,40677.0,7753.0,1645.0
2055,Xodabi-,25451,528,,6.0,,,,,,
2056,Kingsman265_Twit,25450,1785,,7.0,,,,,,
2057,mac the rando,25446,145,,,,,,,,
2057,K1NG_Elated40,25446,857,,,,,,,,
2059,WrathOfBang,25443,1806,,26.0,,,,,,
2060,HerculesMnK,25441,448,,,,,,,,
2060,Tv2,25441,940,,,,,,,,
2060,IGNOR4NT KING,25441,1351,,,,,,,,
2063,Roasr,25435,1452,,,,,,,4648.0,
2063,Vieto,25435,1731,,,,,,,,
2065,zSinless-,25434,954,,,,,,,,
2065,vKlvtch,25434,1057,,,,,,,5372.0,713.0
2067,IttzAkio,25432,1694,,,,,,,,
2067,TwistDarkYT,25432,675,,,,,,,,
2069,JrOcK_UNO,25431,357,,,,,,,,
2069,Pro2A_NA,25431,919,,,56.0,,,,5781.0,920.0
2069,Racild,25431,1172,,,,,,,,
2072,Ghundam,25430,512,,,,,,,,
2073,BR Havok x,25427,502,,,,,,,,
2074,MlIkn,25424,384,,,,,,,,
2075,SelenaSMG,25423,919,,,,,,,,
2076,Lgblizzard,25422,500,,,,,,,,
2077,Lord Denday,25420,1882,,,,,,,,
2078,IMBUGGED,25417,1111,,,,,,,,
2079,MadAnn0_0,25414,1336,,,,,,,,
2080,Dblizzel19,25413,737,,,,,,,,
2081,Shroomcollecter,25412,1343,,,,,,,,
2081,Reydelperreo23,25412,757,,,,,,,,
2081,LethalDose,25412,758,,,,,,,,
2084,Twitch-Osivien,25410,1304,52917.0,,,3420.0,,,,
2085,luc1d,25409,593,,,,,,,,
2086,BlewFetti,25403,645,,5.0,,,,,,
2087,LeBoofPack_,25401,1167,,,,,,,,
2088,soupb0i,25400,792,,,,,,,,
2089,LobasBoyfriend,25398,2467,63124.0,,,,,,13024.0,
2090,nf_kese,25394,1777,,27.0,,,,,,
2091,Knownwolfe,25393,937,,,,,,,,
2092,Xynyu On Kick,25392,1336,,,,,,,,
2093,ShockinShade,25391,1240,,,,,,,,
2093,CRDJ,25391,730,,,,,,,,
2095,Inspyre Gaming,25390,920,,29.0,,,,,,
2096,THISxISxJJ,25388,185,,,,,,,,
2097,TheOfficial_ADub,25387,925,,,,,,,,
2098,tz_darmian,25379,1536,,,,,,,,
2099,Witski1995,25378,1102,,,,,,,,
2100,kaxspr,25373,943,,,,,,,,
